day,hour,amount,isfraud,type_CASH_OUT,type_TRANSFER,nameorig_C,namedest_C,namedest_M
4,22,279689.8,0,0,1,1,1,0
6,21,350800.27,1,1,0,1,1,0
13,19,7873.96,0,0,0,1,0,1
11,14,393608.7,0,0,1,1,1,0
7,20,182863.68,0,1,0,1,1,0
14,18,147964.01,0,0,0,1,1,0
15,14,8263.39,0,1,0,1,1,0
12,14,89303.18,1,0,1,1,1,0
2,1,11931.8,0,0,0,1,0,1
23,7,606501.57,1,0,1,1,1,0
15,12,31027.39,0,0,0,1,0,1
1,12,23889.42,0,0,0,1,0,1
11,16,434524.79,0,1,0,1,1,0
1,14,290839.8,0,1,0,1,1,0
1,14,14492.42,0,0,0,1,0,1
10,11,1162155.11,1,1,0,1,1,0
9,11,24024.87,0,1,0,1,1,0
1,10,925603.88,0,0,1,1,1,0
1,13,2686564.04,1,1,0,1,1,0
16,13,156385.98,0,1,0,1,1,0
17,21,318264.92,0,0,0,1,1,0
10,19,97212.26,0,1,0,1,1,0
20,4,76548.48,1,1,0,1,1,0
8,14,23735.52,0,1,0,1,1,0
14,16,9048.16,0,0,0,1,0,1
17,19,3534.88,0,0,0,1,1,0
6,14,367666.72,0,0,1,1,1,0
13,18,29882.34,0,1,0,1,1,0
1,9,71084.94,0,1,0,1,1,0
14,20,239640.52,0,1,0,1,1,0
7,13,342756.8,0,0,0,1,1,0
9,13,125125.68,0,0,0,1,1,0
15,11,708046.18,0,0,1,1,1,0
23,4,188097.08,1,0,1,1,1,0
20,5,1028284.82,1,0,1,1,1,0
12,21,411566.7,1,1,0,1,1,0
11,16,96645.43,0,1,0,1,1,0
17,20,15534.34,0,0,0,1,0,1
1,13,206024.55,0,0,0,1,1,0
8,11,338763.15,0,1,0,1,1,0
7,23,6955.13,0,0,0,1,0,1
7,19,353503.77,0,0,0,1,1,0
16,16,177671.27,0,1,0,1,1,0
3,18,548269.98,1,0,1,1,1,0
2,13,71832.73,0,1,0,1,1,0
18,7,37766.23,1,0,1,1,1,0
12,20,830803.43,1,1,0,1,1,0
12,9,8315.64,0,0,0,1,0,1
5,8,803794.53,1,1,0,1,1,0
4,16,337994.64,1,0,1,1,1,0
17,14,180578.12,0,1,0,1,1,0
12,18,133576.24,0,0,0,1,1,0
16,17,320409.05,0,0,0,1,1,0
1,8,290982.05,0,1,0,1,1,0
16,4,3116889.41,1,1,0,1,1,0
2,17,505552.66,0,0,1,1,1,0
8,11,3163.39,0,1,0,1,1,0
13,21,2177.86,0,0,0,1,0,1
14,12,98053.47,0,0,0,1,0,1
13,9,19322.07,0,0,0,1,0,1
2,13,110244.75,0,0,0,1,1,0
20,20,177956.89,0,1,0,1,1,0
2,12,90285.85,0,1,0,1,1,0
23,11,79594.91,1,1,0,1,1,0
6,11,26588.66,0,0,0,1,0,1
22,18,7185.99,0,0,0,1,0,1
7,12,18660.27,0,0,0,1,0,1
2,14,373485.92,0,1,0,1,1,0
4,20,271908.4,1,0,1,1,1,0
18,15,75946.7,0,0,0,1,1,0
15,11,178905.2,0,1,0,1,1,0
28,22,189931.11,0,1,0,1,1,0
7,18,104214.16,0,1,0,1,1,0
21,10,3641525.7,1,1,0,1,1,0
6,15,735352.75,0,0,1,1,1,0
14,11,47473.45,0,0,0,1,0,1
12,21,109231.86,0,0,0,1,1,0
14,12,362837.15,1,1,0,1,1,0
1,22,11143.16,0,0,0,1,1,0
11,15,256810.67,0,0,0,1,1,0
5,18,2908264.69,1,0,1,1,1,0
5,16,42418.85,1,0,1,1,1,0
6,19,140280.89,0,0,0,1,1,0
13,19,2343696.85,1,1,0,1,1,0
14,20,170188.35,0,1,0,1,1,0
12,13,261507.54,0,0,0,1,1,0
10,14,16989.61,0,0,0,1,1,0
17,19,360343.51,0,1,0,1,1,0
9,18,1651948.79,1,1,0,1,1,0
13,21,410658.68,0,1,0,1,1,0
17,18,10901.73,0,0,0,1,0,1
4,23,14198.91,0,0,0,1,0,1
8,18,2222.23,0,0,0,1,0,1
14,13,9899.46,0,0,0,1,0,1
14,9,170735.7,0,1,0,1,1,0
11,20,2475.31,0,0,0,1,0,1
7,18,282480.45,0,0,1,1,1,0
12,20,160296.55,1,1,0,1,1,0
16,19,218404.24,0,0,1,1,1,0
10,11,20352.59,0,1,0,1,1,0
11,10,314545.08,0,1,0,1,1,0
10,9,16829.33,0,1,0,1,1,0
15,20,86644.12,0,1,0,1,1,0
17,21,973805.75,1,1,0,1,1,0
30,15,219407.52,1,1,0,1,1,0
10,19,14003.77,0,0,0,1,0,1
7,18,996.87,0,0,0,1,0,1
9,17,4356.12,0,0,0,1,0,1
13,23,2835.55,0,0,0,1,0,1
16,11,8815.2,0,0,0,1,0,1
9,18,172.52,0,0,0,1,0,1
16,14,166786.48,0,1,0,1,1,0
1,7,21729.0,1,0,1,1,1,0
26,12,149365.82,0,0,0,1,1,0
31,11,81677.17,1,0,1,1,1,0
13,18,3897.41,0,0,0,1,0,1
1,17,23586.43,0,0,0,1,0,1
8,1,245296.67,0,1,0,1,1,0
14,10,128930.01,0,1,0,1,1,0
17,4,6703831.4,1,0,1,1,1,0
13,14,84761.77,0,0,0,1,1,0
1,23,146127.1,1,0,1,1,1,0
17,12,124193.16,0,1,0,1,1,0
12,20,4302.73,0,0,0,1,0,1
6,24,3501.3,0,0,0,1,0,1
10,21,10000000.0,1,0,1,1,1,0
11,22,2016790.84,1,1,0,1,1,0
7,11,214904.23,0,0,0,1,1,0
7,13,85979.74,0,0,0,1,1,0
4,4,2066446.27,1,0,1,1,1,0
16,12,23897.16,0,0,0,1,0,1
15,13,36258.58,0,1,0,1,1,0
12,15,144931.0,0,0,0,1,1,0
19,8,10000000.0,1,1,0,1,1,0
2,18,79075.67,0,0,0,1,1,0
7,13,431356.55,1,1,0,1,1,0
2,19,210024.28,0,1,0,1,1,0
14,19,8752.34,0,0,0,1,0,1
10,23,425221.11,1,1,0,1,1,0
25,10,245991.5,1,0,1,1,1,0
17,10,143145.16,0,1,0,1,1,0
9,22,39525.63,1,0,1,1,1,0
8,17,62774.82,0,1,0,1,1,0
10,19,233658.3,0,1,0,1,1,0
16,5,916644.03,1,1,0,1,1,0
9,4,553399.25,1,1,0,1,1,0
16,21,32279.07,0,0,0,1,1,0
10,11,254858.41,0,1,0,1,1,0
5,22,50845.13,1,1,0,1,1,0
13,20,1284.22,0,0,0,1,0,1
2,18,4757.39,0,0,0,1,0,1
5,14,743311.65,1,0,1,1,1,0
9,1,266351.6,1,0,1,1,1,0
7,19,622348.05,0,0,1,1,1,0
11,18,64776.29,0,1,0,1,1,0
28,23,36956.27,1,0,1,1,1,0
6,12,3223.3,0,0,0,1,1,0
12,16,146729.19,0,0,0,1,1,0
30,11,226402.77,1,1,0,1,1,0
1,12,1041647.06,1,0,1,1,1,0
8,20,1738.12,0,0,0,1,0,1
13,12,6884.04,0,1,0,1,1,0
8,13,132.44,0,0,0,1,0,1
11,15,105524.05,0,0,0,1,1,0
2,22,142830.01,0,1,0,1,1,0
27,12,729078.34,1,0,1,1,1,0
22,18,136729.0,0,1,0,1,1,0
7,18,32553.55,0,0,0,1,1,0
22,14,84161.79,0,1,0,1,1,0
10,23,71867.47,1,0,1,1,1,0
7,9,6413.47,0,0,0,1,0,1
10,13,274430.35,0,0,0,1,1,0
14,19,150900.97,0,0,0,1,1,0
12,15,601222.02,1,1,0,1,1,0
6,14,117264.66,0,1,0,1,1,0
8,9,230637.21,0,1,0,1,1,0
10,19,367579.14,0,0,0,1,1,0
6,19,113572.03,0,1,0,1,1,0
6,10,230123.14,0,1,0,1,1,0
14,22,47795.23,0,0,0,1,0,1
8,16,37725.65,0,1,0,1,1,0
20,20,1146381.44,1,1,0,1,1,0
13,16,256217.32,0,1,0,1,1,0
9,20,102797.25,0,1,0,1,1,0
1,17,507851.31,0,0,1,1,1,0
25,10,1130.32,0,0,0,1,0,1
15,19,19169.22,0,0,0,1,0,1
15,20,8659.53,0,0,0,1,0,1
16,20,5901.35,0,0,0,1,0,1
8,20,36805.64,0,0,1,1,1,0
9,19,405062.33,1,0,1,1,1,0
15,1,88748.63,1,1,0,1,1,0
13,17,8478.04,0,1,0,1,1,0
1,15,77630.54,0,1,0,1,1,0
15,23,277165.0,0,1,0,1,1,0
13,17,80676.0,0,0,0,1,1,0
11,20,1211.77,0,0,0,1,0,1
19,16,60491.62,0,0,0,1,1,0
1,12,1934.6,0,0,0,1,0,1
8,10,6947.88,0,0,0,1,0,1
18,11,426323.38,1,1,0,1,1,0
13,17,2167633.34,0,0,1,1,1,0
10,17,48156.69,1,0,1,1,1,0
9,21,12576.49,0,0,0,1,0,1
17,18,161328.79,0,1,0,1,1,0
3,21,175328.85,1,0,1,1,1,0
8,16,91531.89,0,1,0,1,1,0
14,13,157274.19,0,1,0,1,1,0
1,19,2054.51,0,1,0,1,1,0
27,11,182739.36,1,1,0,1,1,0
20,15,1075.42,0,0,0,1,0,1
1,14,140834.86,0,0,0,1,1,0
2,2,1646181.09,1,0,1,1,1,0
6,18,331730.65,0,1,0,1,1,0
15,19,289870.79,0,0,1,1,1,0
15,14,293862.74,0,0,0,1,1,0
8,11,14931.31,0,0,0,1,0,1
2,22,2654.98,0,0,0,1,0,1
17,11,702419.88,0,0,0,1,1,0
2,17,174501.67,0,0,1,1,1,0
13,19,17041.85,0,0,0,1,1,0
22,18,10328.46,0,0,0,1,0,1
12,19,104701.16,0,1,0,1,1,0
15,16,2111475.81,1,1,0,1,1,0
15,17,84170.9,0,0,0,1,1,0
16,14,172300.84,0,1,0,1,1,0
1,12,121.54,0,0,0,1,0,1
10,12,37424.65,0,0,0,1,0,1
17,20,7250.11,0,0,0,1,0,1
12,12,375652.73,0,0,0,1,1,0
8,17,194180.11,1,1,0,1,1,0
1,18,149323.75,0,1,0,1,1,0
15,12,106149.55,0,1,0,1,1,0
16,15,36258.92,0,1,0,1,1,0
14,12,184133.03,0,1,0,1,1,0
7,12,404755.45,0,0,1,1,1,0
25,6,1070031.6,1,0,1,1,1,0
2,15,21006.26,0,0,0,1,0,1
18,18,14950.27,0,0,0,1,0,1
24,5,188844.13,1,0,1,1,1,0
11,24,324.75,0,0,0,1,0,1
15,14,24527.59,0,0,0,1,0,1
1,18,140491.2,0,0,0,1,1,0
4,2,59813.61,1,1,0,1,1,0
17,14,505571.43,1,0,1,1,1,0
14,9,825309.92,0,0,1,1,1,0
15,11,12659.94,0,0,0,1,0,1
17,13,32686.8,0,0,0,1,0,1
6,20,108025.44,0,1,0,1,1,0
12,15,238479.5,0,0,1,1,1,0
13,23,227624.3,1,1,0,1,1,0
2,13,180967.56,1,1,0,1,1,0
14,17,12730.38,0,0,0,1,0,1
2,10,104021.39,0,0,0,1,1,0
10,17,266306.3,0,1,0,1,1,0
15,17,359777.83,0,0,0,1,1,0
16,13,189878.65,0,1,0,1,1,0
15,13,7875.9,0,0,0,1,0,1
7,18,115537.28,0,1,0,1,1,0
14,17,51069.47,0,1,0,1,1,0
7,17,49414.78,0,1,0,1,1,0
14,16,13487.97,0,0,0,1,0,1
12,22,21900.95,0,0,0,1,0,1
1,21,59441.33,0,1,0,1,1,0
15,15,161445.54,0,1,0,1,1,0
11,15,10607.3,0,0,0,1,0,1
12,17,20339.82,0,0,0,1,0,1
15,9,11510.29,0,0,0,1,0,1
22,10,137605.04,1,1,0,1,1,0
16,19,36549.94,0,1,0,1,1,0
1,18,68118.5,0,0,0,1,1,0
14,21,1861928.35,1,1,0,1,1,0
15,17,14869.76,0,0,0,1,0,1
15,12,9672.58,0,0,0,1,0,1
15,11,1826751.09,0,0,1,1,1,0
9,17,329156.43,1,0,1,1,1,0
17,20,127068.74,0,1,0,1,1,0
10,13,316950.47,0,0,1,1,1,0
9,13,40463.67,0,1,0,1,1,0
10,12,309877.21,0,1,0,1,1,0
19,15,834592.4,1,1,0,1,1,0
12,13,2360.81,0,0,0,1,0,1
1,19,161939.36,1,0,1,1,1,0
17,13,253050.67,0,1,0,1,1,0
7,13,317908.16,0,1,0,1,1,0
30,19,8443528.7,1,1,0,1,1,0
2,16,319690.09,0,1,0,1,1,0
26,18,34473.07,1,1,0,1,1,0
14,20,20664.3,0,0,0,1,0,1
19,8,10000000.0,1,1,0,1,1,0
2,19,108870.3,0,0,0,1,1,0
8,12,4047.38,0,0,0,1,0,1
2,9,5693.59,0,0,0,1,0,1
8,3,2754740.54,1,0,1,1,1,0
1,12,237079.34,0,1,0,1,1,0
11,18,161119.42,0,1,0,1,1,0
25,18,389250.9,1,0,1,1,1,0
16,9,231978.48,1,0,1,1,1,0
8,16,142977.22,0,0,0,1,1,0
14,19,1173624.63,0,0,1,1,1,0
1,15,301409.61,0,0,0,1,1,0
2,3,1218165.88,1,1,0,1,1,0
9,18,176954.82,0,1,0,1,1,0
11,22,71500.21,0,0,0,1,1,0
25,14,2240.59,0,0,0,1,0,1
4,21,9043.8,0,0,0,1,0,1
28,7,45758.71,1,0,1,1,1,0
13,14,34984.98,0,0,0,1,0,1
15,10,52929.01,0,0,0,1,1,0
11,14,22566.23,0,1,0,1,1,0
1,10,349177.09,0,0,0,1,1,0
13,12,26093.85,0,0,0,1,0,1
10,13,188637.44,0,1,0,1,1,0
1,17,294370.7,0,1,0,1,1,0
15,17,407421.4,0,0,0,1,1,0
10,14,102009.37,1,1,0,1,1,0
14,21,260365.73,0,1,0,1,1,0
8,22,10000000.0,1,0,1,1,1,0
15,15,781742.79,0,0,1,1,1,0
6,12,392804.6,0,1,0,1,1,0
6,22,1088.78,0,0,0,1,1,0
10,12,143933.58,0,0,0,1,1,0
26,21,3582885.46,1,1,0,1,1,0
7,21,162882.15,0,1,0,1,1,0
1,11,216136.25,0,0,0,1,1,0
2,14,479909.6,0,1,0,1,1,0
26,14,4212682.84,1,1,0,1,1,0
6,15,13222.85,0,0,0,1,0,1
30,23,119306.06,1,1,0,1,1,0
2,17,2911.59,0,0,0,1,0,1
16,12,6857.1,0,0,0,1,1,0
7,1,150245.05,1,1,0,1,1,0
14,15,111106.22,0,1,0,1,1,0
6,13,8660.36,0,0,0,1,0,1
26,4,714218.48,1,0,1,1,1,0
15,19,137754.96,0,0,0,1,1,0
20,6,67921.66,1,1,0,1,1,0
4,24,312846.52,0,1,0,1,1,0
4,14,6972164.97,1,1,0,1,1,0
15,20,134511.62,0,0,0,1,1,0
14,11,741901.97,0,0,1,1,1,0
10,21,601.98,0,0,0,1,0,1
29,6,749316.7,1,1,0,1,1,0
12,18,131018.61,0,1,0,1,1,0
30,17,4130371.73,1,1,0,1,1,0
1,14,17258.12,0,0,0,1,0,1
9,11,3499.77,0,0,0,1,0,1
7,17,299373.25,0,0,0,1,1,0
13,12,15487.77,0,0,0,1,0,1
17,13,249984.75,1,0,1,1,1,0
6,10,1494432.21,1,0,1,1,1,0
4,2,59813.61,1,0,1,1,1,0
8,14,265483.27,0,1,0,1,1,0
14,10,26859.24,0,0,0,1,0,1
26,12,6930.21,0,0,0,1,0,1
1,18,206450.78,0,0,0,1,1,0
29,13,537539.97,1,0,1,1,1,0
8,10,85017.99,1,1,0,1,1,0
17,16,179630.48,0,0,0,1,1,0
28,9,2333929.91,1,0,1,1,1,0
6,19,214749.41,0,0,0,1,1,0
28,18,504362.34,1,0,1,1,1,0
8,17,76680.43,0,0,0,1,1,0
11,18,239459.91,0,0,1,1,1,0
12,24,374066.23,0,0,1,1,1,0
2,20,129046.23,0,1,0,1,1,0
20,10,102532.89,0,0,0,1,1,0
24,21,3790.37,0,0,0,1,0,1
1,17,9359.75,0,0,0,1,0,1
10,14,14606.29,0,0,0,1,0,1
10,16,55531.66,0,1,0,1,1,0
9,19,54741.31,0,0,1,1,1,0
17,15,74669.7,0,1,0,1,1,0
22,17,48734.24,1,0,1,1,1,0
2,20,140400.82,0,0,0,1,1,0
13,13,27507.99,0,1,0,1,1,0
2,20,193294.35,0,0,0,1,1,0
29,14,9235.32,0,0,0,1,0,1
8,17,9794.27,0,0,0,1,0,1
1,20,10264.3,0,1,0,1,1,0
23,14,208695.97,0,0,1,1,1,0
17,17,433919.8,0,1,0,1,1,0
7,14,38003.24,0,0,0,1,1,0
17,15,362235.03,0,0,0,1,1,0
13,20,4625.56,0,0,0,1,0,1
11,13,123661.92,0,0,0,1,1,0
14,18,20764.96,0,0,0,1,0,1
9,10,14314.35,0,0,0,1,0,1
30,6,10000000.0,1,1,0,1,1,0
15,2,661.21,0,0,0,1,0,1
8,18,3550.18,0,0,0,1,0,1
8,11,1897248.38,0,0,1,1,1,0
7,22,5534.46,0,0,0,1,0,1
20,13,42197.75,0,0,0,1,0,1
1,15,5492.4,0,0,0,1,0,1
16,15,214386.1,0,1,0,1,1,0
27,5,19527.35,1,0,1,1,1,0
2,16,212613.29,1,0,1,1,1,0
4,18,39664.74,1,1,0,1,1,0
15,15,257487.79,0,0,0,1,1,0
10,16,17215.3,0,0,0,1,0,1
22,20,261175.75,0,0,0,1,1,0
15,17,100251.4,0,1,0,1,1,0
16,20,70125.14,1,0,1,1,1,0
8,23,205363.7,0,0,0,1,1,0
28,23,152724.32,1,0,1,1,1,0
8,18,30439.84,0,0,0,1,0,1
13,15,8838.26,0,0,0,1,0,1
14,16,6542222.22,0,0,1,1,1,0
6,22,20108.09,0,0,0,1,0,1
9,15,632297.79,0,0,1,1,1,0
13,1,36812.31,0,0,1,1,1,0
19,4,842554.02,1,1,0,1,1,0
31,21,10000000.0,1,1,0,1,1,0
31,22,652993.91,1,1,0,1,1,0
15,10,7014.2,0,0,0,1,1,0
8,20,4884.62,0,0,0,1,0,1
8,14,375445.55,0,1,0,1,1,0
8,9,1201681.76,1,0,1,1,1,0
25,13,119497.75,0,0,1,1,1,0
16,10,19830.6,0,0,0,1,1,0
9,16,3864609.52,1,1,0,1,1,0
2,20,8766.22,0,0,0,1,0,1
8,4,70072.66,1,0,1,1,1,0
31,20,1755647.81,1,0,1,1,1,0
6,12,3122.42,0,0,0,1,0,1
2,16,129062.87,0,0,0,1,1,0
14,18,318666.72,0,1,0,1,1,0
14,19,276571.85,0,1,0,1,1,0
7,14,82633.97,0,1,0,1,1,0
12,19,45137.92,0,0,0,1,1,0
13,17,14337.11,0,0,0,1,0,1
15,19,724176.67,0,0,1,1,1,0
1,20,19608.86,0,0,0,1,0,1
6,17,34764.09,0,1,0,1,1,0
14,18,36752.5,0,0,0,1,0,1
14,3,3972968.92,1,0,1,1,1,0
26,24,932304.24,1,0,1,1,1,0
7,5,155534.95,1,1,0,1,1,0
28,17,290491.12,1,1,0,1,1,0
17,18,220760.41,0,1,0,1,1,0
25,15,1777758.65,1,0,1,1,1,0
8,12,414090.29,0,0,1,1,1,0
8,20,646968.53,0,0,1,1,1,0
10,19,140149.96,0,1,0,1,1,0
9,22,5682.35,0,0,0,1,0,1
17,4,20393.12,1,0,1,1,1,0
1,15,357195.71,0,1,0,1,1,0
17,18,152789.62,0,1,0,1,1,0
8,19,44164.0,1,1,0,1,1,0
16,15,22665.94,0,0,0,1,1,0
20,8,1506795.1,1,1,0,1,1,0
5,13,126375.17,1,1,0,1,1,0
12,14,111003.85,0,1,0,1,1,0
11,19,11800.79,0,0,0,1,0,1
14,18,229444.3,0,1,0,1,1,0
1,20,48074.62,0,0,0,1,1,0
7,20,239234.35,0,1,0,1,1,0
16,17,26906.6,0,0,0,1,0,1
17,12,1396.09,0,1,0,1,1,0
2,6,109401.88,1,0,1,1,1,0
29,16,157199.21,0,1,0,1,1,0
8,3,1777674.32,1,1,0,1,1,0
5,22,3794763.63,1,1,0,1,1,0
8,2,871893.15,1,1,0,1,1,0
14,13,10733655.22,0,0,1,1,1,0
21,6,143500.62,1,1,0,1,1,0
6,18,294857.3,0,0,0,1,1,0
23,16,235213.29,0,0,0,1,1,0
13,22,17560.85,0,1,0,1,1,0
9,13,229889.21,0,1,0,1,1,0
9,13,351588.06,0,0,0,1,1,0
16,18,1216.75,0,0,0,1,0,1
13,22,2081051.56,1,1,0,1,1,0
2,14,8658.33,0,0,0,1,0,1
16,14,36160.61,0,1,0,1,1,0
9,11,3840209.84,0,0,1,1,1,0
6,17,15823.91,0,0,0,1,0,1
11,2,3210027.48,1,1,0,1,1,0
14,20,15302.06,0,0,0,1,0,1
15,20,34302.01,0,1,0,1,1,0
5,15,1129884.18,1,0,1,1,1,0
8,18,650290.64,0,0,1,1,1,0
16,12,9484.5,0,0,0,1,0,1
7,10,11154.69,0,0,0,1,1,0
18,1,1018800.91,1,0,1,1,1,0
9,9,314968.3,0,1,0,1,1,0
1,9,234454.99,0,1,0,1,1,0
10,20,6356.74,0,0,0,1,0,1
8,15,8356.15,0,0,0,1,0,1
11,16,400894.79,0,1,0,1,1,0
14,17,84312.29,1,0,1,1,1,0
26,15,56510.5,1,0,1,1,1,0
16,20,74767.26,0,1,0,1,1,0
1,14,10566.57,0,0,0,1,0,1
1,15,1508.92,0,0,0,1,0,1
6,11,133716.55,0,0,0,1,1,0
10,13,206005.54,0,1,0,1,1,0
30,23,1842163.57,1,1,0,1,1,0
10,19,239607.64,0,1,0,1,1,0
16,19,27289.9,0,1,0,1,1,0
13,13,429868.28,0,0,0,1,1,0
22,10,10000000.0,1,0,1,1,1,0
16,23,42.75,0,0,0,1,0,1
12,20,160296.55,1,0,1,1,1,0
12,10,22757.56,0,0,0,1,0,1
10,12,236886.32,0,1,0,1,1,0
22,10,56435.81,0,0,0,1,1,0
2,17,404536.84,0,1,0,1,1,0
1,9,10693.2,0,1,0,1,1,0
14,19,155630.77,0,1,0,1,1,0
14,20,1524937.09,0,0,1,1,1,0
9,6,2153055.36,1,0,1,1,1,0
12,15,3084.93,0,0,0,1,0,1
16,15,36404.2,0,0,0,1,1,0
10,9,236563.34,0,0,0,1,1,0
14,19,12572.22,0,0,0,1,0,1
15,14,257988.47,1,0,1,1,1,0
25,15,4863106.47,1,1,0,1,1,0
17,17,1993215.75,0,0,1,1,1,0
21,17,1939519.45,1,0,1,1,1,0
14,18,147846.13,0,0,0,1,1,0
4,15,115461.48,1,1,0,1,1,0
9,19,122812.58,0,0,0,1,1,0
2,13,369437.58,0,0,1,1,1,0
1,12,311179.71,0,0,1,1,1,0
17,22,10624.27,0,0,0,1,0,1
15,19,136735.49,0,0,0,1,1,0
1,21,4107.29,0,0,0,1,0,1
25,7,135100.36,1,1,0,1,1,0
14,19,134522.73,0,0,0,1,1,0
14,17,15031.85,0,0,0,1,0,1
9,13,21246.98,0,0,0,1,0,1
7,5,29832.81,1,1,0,1,1,0
17,15,199809.54,0,1,0,1,1,0
23,5,18042.11,1,1,0,1,1,0
3,15,197226.65,1,1,0,1,1,0
11,20,93661.52,0,1,0,1,1,0
15,11,4383.68,0,0,0,1,0,1
1,15,71445.39,0,1,0,1,1,0
16,21,24088.91,0,0,0,1,1,0
1,20,238198.49,0,0,0,1,1,0
14,19,5962.74,0,0,0,1,0,1
